	vclaim	title
7300	Photographs show a man whose head was crushed when a piece of heavy construction equipment flipped atop him.	Unloading Accident
7301	Photographs show a mansion belonging to Filipino senator Manny Villar.	Bel Air Mansion
7302	Photographs show a mansion belonging to Zimbabwean president Robert Mugabe.	Mugabe Mansion
7303	Photographs show a mass migration of rays in the Gulf of Mexico.	Mass Migration of Cownose Rays
7304	Photographs show a mermaid-like creature discovered in the wake of the 2004 Indian Ocean tsunami.	Mermaid to Order
7305	Photographs show a moose who had just given birth in the front yard of a house in Michigan.	Mother Moose
7306	Photographs show a motorcyclist cut in half by a collision with a roadside pole.	Motorcycle Accident
7307	Photographs show a motorcyclist who crashed into the back of a truck.	Tulsa Crash
7308	Photographs show a mountain lion on the patio deck of a home.	Mountain Lion on Patio
7309	Photographs show a mule attacking and killing a mountain lion.	Mule vs. Mountain Lion
7310	Photographs show a new joystick-controlled Mercedes-Benz SCL600 automobile.	New Mercedes-Benz SCL600
7311	Photographs show a new species of 'giant sea spider' recently discovered in the Antarctic.	Giant Sea Spider
7312	Photographs show a pair of albino moose alongside a highway.	Albino Moose
7313	Photographs show a pair of black and white fraternal twin girls.	Mixed Twins
7314	Photographs show a pinkish albino bottlenose dolphin.	Is This Pink Dolphin Real?
7315	Photographs show a pregnant woman named Paola Lynn who was raped by a Muslim refugee in Michigan.	Was a Pregnant Woman Raped by a Muslim Refugee in Michigan?
7316	Photographs show a public toilet made with one-way glass walls.	See-Through Loo
7317	Photographs show a puppy with a heart-shaped pattern in its coat.	Puppy with Heart-Shaped Marking
7318	Photographs show a rare strain of blue strawberries.	Are Blue Strawberries Real?
7319	Photographs show a real trampoline bridge in Paris.	FALSE: Photos of a ‘Trampoline Bridge’ Don’t Show a Real Structure
7320	Photographs show a rental car ruined by an American tourist (or a woman) who drove it over 130 miles in first gear.	Gear Disaster
7321	Photographs show a rock painted with patriotic scenes alongside an Iowa highway.	The Freedom Rock in Iowa
7322	Photographs show a sandstorm in Iraq.	Sandstorm
7323	Photographs show a series of cranes falling into the water while attempting to retrieve a submerged automobile.	Crane Accident
7324	Photographs show a series of frighteningly emaciated models.	Emaciated Models
7325	Photographs show a snake found in the receding flood waters of New Orleans.	Snake Defense
7326	Photographs show a snake found inside a PC.	Snake Byte
7327	Photographs show a snake trapped by an electrified fence.	Snake on a Fence
7328	Photographs show a spider devouring a snake caught in its web.	Spider Eats a Snake
7329	Photographs show a suicide bomber killed in Iraq's Green Zone	Inside the Green Zone
7330	Photographs show a suspect who was decapitated by a wrought-iron fence while fleeing from police.	Man Decapitated by Wrought Iron Fence
7331	Photographs show a tennis match played atop a hotel.	Sky Tennis
7332	Photographs show a townhouse filled 70,000 discarded beer cans and boxes.	House Full of Beer Cans
7333	Photographs show a train that set a wooden bridge on fire.	Train Sets Bridge on Fire
7334	Photographs show a tree in India with a trunk that naturally grows animal-shaped figures.	Mysterious Tree in India
7335	Photographs show a truck crashed into a mobile home by a disgruntled ex-spouse.	Divorce Settlement
7336	Photographs show a truck that got stuck on railroad tracks after its driver missed a turn.	Truck Stuck on Railroad Tracks
7337	Photographs show a velvet cow killer ant.	Is This a Velvet Cowkiller Ant?
7338	Photographs show a vendor at a rally for President Trump displaying Nazi flags and homophobic stickers.	Do These Photographs Show a Nazi Flag and Homophobic Merchandise at a Trump Rally in Pennsylvania?
7339	Photographs show a venomous caterpillar known as an asp.	Venomous Asp Caterpillar
7340	Photographs show a volcanic lightning storm in Chile.	Volcano Clouds and Lightning Bolts
7341	Photographs show a white tiger with Down syndrome.	Tiger with Down Syndrome?
7342	Photographs show a woman hand-feeding hummingbirds.	Hand-Feeding Hummingbirds
7343	Photographs show a woman named 'Tea Cup Sallie' and her prostitution license.	Is This ‘Tea Cup Sallie’ and Her Prostitution License?
7344	Photographs show a woman trying to cross the U.S.-Mexico border hidden inside a car's dashboard.	Are These Photographs of a Border Crosser Hidden in a Dashboard?
7345	Photographs show a woman who had ribs removed to achieve a slender waistline.	Woman With the World’s Smallest Waist
7346	Photographs show a “Thank you for freedom” message plowed into a field near Offutt AFB.	Offutt Air Force Base
7347	Photographs show a “hotelicopter,” a helicopter which houses a flying 18-cabin hotel.	Hotelicopter – World’s First Flying Hotel
7348	Photographs show a “new killer insect” that is able to spread a skin-altering virus when touched.	Is This a New Killer Insect?
7349	Photographs show activists displaying defaced U.S. and Arizona flags during a protest over an Arizona immigration law.	Desecration of Arizona and U.S. Flags in Phoenix
7350	Photographs show actress Betty White when she was in her 20s.	Are These Photographs of a Young Betty White?
7351	Photographs show actresses Jennifer Aniston and Courteney Cox Arquette at a christening.	Jennifer Aniston & Courteney Cox Arquette
7352	Photographs show amazing micro-sculptures created by Willard Wigan.	Willard Wigen – Microscopic Art
7353	Photographs show amenities provided to employees at the offices of Google.	I Want to Work at Google
7354	Photographs show an 1890 gravestone with an anti-Democratic epitaph.	Does This Photograph Show an Anti-Democratic Gravestone?
7355	Photographs show an 8’10”, 327-lb. alligator gar caught at Broken Bow Lake in Oklahoma.	Alligator Gar in Oklahoma
7356	Photographs show an Airbus 340 that crashed into a wall during engine testing after technicians overrode a safety feature.	The Tale of the Arab Flight Crew
7357	Photographs show an Audi automobile made from solid silver.	Silver Audi
7358	Photographs show an F-15 fighter jet breaking up in mid-air.	F-15 Crash
7359	Photographs show an SUV impaled by a guardrail.	SUV Impaled on Guardrail
7360	Photographs show an airliner that was struck by lightning.	Airplane Hit by Lightning
7361	Photographs show an airliner with a ‘Flying 101’ exterior design.	Kulula — Flying 101
7362	Photographs show an airplane engine damaged by volcanic ash.	Volcanic Ash Airplane Damage
7363	Photographs show an albino ruby-throated hummingbird.	Albino Hummingbird
7364	Photographs show an albino whitetail deer fawn.	Albino Deer
7365	Photographs show an arch in Nagasaki which withstood an atomic bomb and an earthquake/tsunami.	Nagasaki Arch
7366	Photographs show an area in Japan rebuilt a year after the 2011 earthquake/tsunami.	Hats Off to Japan
7367	Photographs show an attempted robbery in El Paso, Texas, that ended with all of the assailants shot by their would-be victim.	El Paso Gun Battle
7368	Photographs show an encounter between a polar bear and some sled dogs.	Polar Bear Plays with Sled Dogs
7369	Photographs show an enormous bear killed by an Alaskan hunter.	Bear Hunt
7370	Photographs show an expensive yacht capsizing during transport.	That’s One Way to Launch a Boat!
7371	Photographs show an indoor skiing facility in the desert city of Dubai.	Ski Dubai
7372	Photographs show an infant Egyptian girl with a second head.	Do These Photographs Show a Girl with a Second Head?
7373	Photographs show an unusually colored buck taken by a hunter.	Calico Buck
7374	Photographs show anti-war activist Cindy Sheehan sitting in an empty tent at a book signing.	Book Drop
7375	Photographs show automobile accidents that occurred as the result of motorists texting while driving.	Texting While Driving
7376	Photographs show automobiles tightly packed in a compact German public parking garage.	Parkade
7377	Photographs show baby copperhead snakes discovered in a potted plant.	Were Baby Copperhead Snakes Discovered in a Potted Plant?
7378	Photographs show backpacks and clothing discarded at an Arizona rest area used by illegal immigrants.	Arizona Rest Area
7379	Photographs show bald eagles being fed on a spit in winter.	Feeding the Eagles
7380	Photographs show bighorn sheep on the face of the Buffalo Bill Dam in Wyoming.	Bighorn Sheep on Buffalo Bill Dam
7381	Photographs show cars that started to 'melt' due to extremely hot weather in Saudi Arabia or Kuwait.	Did Cars Melt in Saudi Arabia or Kuwait Due to a Heat Wave?
7382	Photographs show children at an immigrant detention center sleeping with aluminum blankets during U.S. President Donald Trump's administration.	Do Photos Show Children at Detention Center Under Trump’s Watch?
7383	Photographs show children sent through the mail.	Were Children Once Sent Through the U.S. Mail?
7384	Photographs show coconut crabs.	Coconut Crab
7385	Photographs show examples of a body modification practice known as corset piercing.	New Summer Trends
7386	Photographs show foam that blanketed an Australian shoreline.	Sea Foam
7387	Photographs show four black bears cavorting on a backyard playset in Alaska.	Playground Bears
7388	Photographs show furniture and a floating automobile carved from wood.	Wood Art
7389	Photographs show giant mutant spiders produced by government DNA experiments in Missouri.	Giant Mutant Spiders in Missouri?
7390	Photographs show golfer Tiger Woods’ wife posing nude.	Tiger Woods’ Wife
7391	Photographs show human remains discovered inside a crocodile.	Human Remains Found in Crocodile
7392	Photographs show ice formations in Lake Huron created by waves of water freezing in midair.	Antarctic Wave
7393	Photographs show images of the Pearl Harbor attack taken by a sailor in December 1941 and recently found in an old Brownie camera stored in a foot locker.	Were Pearl Harbor Photographs Recently Found in an Old Camera?
7394	Photographs show injuries sustained by a victim of the September 2016 St. Cloud stabbing	St. Cloud Stabbing Victim
7395	Photographs show multi-colored ‘rainbow grapes.’	Rainbow Grapes
7396	Photographs show murals created in planted rice fields.	Rice Field Art
7397	Photographs show people in Thailand carving up and consuming a human body.	Thai ‘Cannibalism’ Photographs
7398	Photographs show photo radar units concealed in wheeled bins.	Recycle Cop
7399	Photographs show poachers collecting sea turtle eggs in Costa Rica.	Costa Rica Sea Turtle Egg Harvesting
7400	Photographs show police officers who were brutalized by members of a migrant caravan in October 2018.	Were These Mexican Police Officers Brutalized by Members of a Migrant Caravan?
7401	Photographs show politically controversial artworks installed around NYC by the city's sanitation department.	Did the NYC Sanitation Department Put Up These Controversial Posters?
7402	Photographs show prototype of a new F/A-37 “Talon” military plane.	F/A-37
7403	Photographs show rats being prepared for human consumption.	Rat – the Other White Meat
7404	Photographs show scammers using a strip of film to steal an unsuspecting bank customer’s ATM card.	ATM Theft
7405	Photographs show shopping bags adorned with clever artwork.	Clever Shopping Bags
7406	Photographs show snow in the Sahara Desert in January 2018.	Do These Photographs Show Snowfall in the Sahara Desert?
7407	Photographs show the Statue of Liberty amidst a hurricane.	Statue of Liberty Amidst a Hurricane
7408	Photographs show the aftermath of a campsite attack by a polar bear.	Polar Bear Attack
7409	Photographs show the aftermath of a dog vs. porcupine encounter.	Dog vs. Porcupine
7410	Photographs show the aftermath of a motorcycle-automobile collision.	Do You See the Motorcycle?
7411	Photographs show the aftermath of record-setting snowstorms that hit the Oswego, New York, area in February 2007.	Upstate New York (Oswego) Snow
7412	Photographs show the approach of Hurricane Isabel in 2003.	Hurricane Isabel
7413	Photographs show the beachfront home of golfer Tiger Woods.	Tiger Woods’ House
7414	Photographs show the corpse of Osama bin Laden.	Osama bin Laden Death Photos
7415	Photographs show the discovery of mermaid-like sea creature.	Mermaid in Florida
7416	Photographs show the explosive destruction of the Space Shuttle Columbia.	Space Shuttle Columbia Explosion
7417	Photographs show the missing Malaysia Airlines Flight MH370 floating in the ocean.	Do Photographs Show the Missing Malaysia Airlines Flight Floating in the Ocean?
7418	Photographs show the new Cook County Correctional Center prison facility in Chicago, Illinois.	Cook County Correctional Center
7419	Photographs show the passenger cabin of an airliner as it broke up in mid-air.	Air France Crash Photos
7420	Photographs show the proceeds from drug sales found during a raid of Mexican drug dealers’ residence.	Raid on Mexican Drug Dealer’s House
7421	Photographs show the results of an automobile accident caused by an ‘intexticated’ driver.	Intexticated
7422	Photographs show the streets of Thailand after a heavy rain deposited fish on them.	Fish Rain Over Streets in Thailand
7423	Photographs show the tsunami that struck Indian Ocean shorelines in Asia in December 2004.	Tsunami
7424	Photographs show the victim of a shark attack.	Shark Attack
7425	Photographs show the wedding of Prince William and Kate Middleton matching up with images from ‘Cinderella.’	Cinderella Wedding
7426	Photographs show the winner of Thailand’s Miss Transvestite Contest.	Thailand’s Miss Transvestite Contest
7427	Photographs show the world's largest swimming pool.	Is This the World’s Largest Swimming Pool?
7428	Photographs show the “biggest woman in the world,” a 7’4″ woman from Holland.	World’s Tallest Woman
7429	Photographs show thieving birds stealing quarters from a car wash.	Change Is in the Air!
7430	Photographs show thousands and thousands of unsold new cars deteriorating in storage lots until they are scrapped.	Where the World’s Unsold Cars Go to Die
7431	Photographs show toys from Christmas drives for the needy that were exchanged at Walmart for tobacco and alcohol.	Walmart Returns Are Full of Donated Toys?
7432	Photographs show two cute owlets sitting in a tree.	Two Cute Owlets
7433	Photographs show unusual animal carcasses found in Montauk (New York) and Panama.	Montauk Monster / Panama Creature
7434	Photographs show utility workers discovering a large alligator and a nest of snakes.	Power Struggle
7435	Photographs show watermelons that have been grown in such a way as to force them into square shapes.	Are These Square Watermelons Real?
7436	Photographs show weather and flight charts displaying phallic shapes.	Phallic Shapes on Charts
7437	Photographs show wild bears posing with humans on the grounds around an Alaska cottage.	Trouble a-Bruin
7438	Photographs show wolves killed in Idaho.	Idaho Wolves
7439	Photographs show women at an anti-Palin rally held in Anchorage, Alaska.	Alaska Women Reject Palin Rally
7440	Photographs shows a 412-lb. deer killed in Nebraska.	412-Pound Deer
7441	Photographs shows a 430-pound buck shot in Hartford, Michigan in November 2014.	430-Pound Buck Shot in Michigan?
7442	Photographs shows a man eating a dead baby served at a Taiwan restaurant.	Are Human Fetuses ‘Taiwan’s Hottest Dish’?
7443	Photographs shows a “Devil’s Swimming Pool” on the edge of Victoria Falls.	Devil’s Swimming Pool at Victoria Falls
7444	Photographs shows dozens of bomb-sniffing dogs killed by a security company in Kuwait.	Bomb-Sniffing Dogs Killed in Kuwait?
7445	Photographs taken from a yacht show the formation of an island via a volcanic eruption at sea.	The Maiken and the Birth of an Island
7446	Photographs you post on Snapchat can now be used as evidence in legal cases unless you opt out.	Can You Opt Out of Having Snapchat Photos Used as Legal Evidence?
7447	Photos and video clips narrated by a medical doctor demonstrate that Democratic presidential candidate Hillary Clinton likely has Parkinson's disease.	Did a Physician Confirm Hillary Clinton Has Parkinson’s Disease?
7448	Photos show an alligator swimming across a lake with a deer clutched in its jaws.	Gatorade
7449	Photos taken with your smartphone can provide others with the locations of the people pictured and allow hackers to clone your phone.	Smartphone Pictures Pose Privacy Risks
7450	Phyllis Schlafly once said, 'There will be a woman president over my dead body.'	Phyllis Schlafly Said, ‘There Will Be a Woman President Over My Dead Body’?
7451	Picking bluebonnets is illegal in Texas.	Picking Bluebonnets Is Illegal in Texas?
7452	Pieces of cheese with nails in them and other booby-trapped treats have been found at dog parks.	Hazardous Treats Found at Dog Parks
7453	Pieces of glass and dead ants were found in packages of Dippin’ Stix.	Glass Found in Dippin' Stix Packages?
7454	Pigs don't sweat and are therefore more likely to harbor parasites or other toxins, making them unhealthy to eat.	Are Pigs Unhealthy to Eat Because They Don’t Sweat?
7455	Pilot Dimitri Noonan revealed information about a secret meeting between Bill Clinton, Loretta Lynch, and Paul Ryan.	Clinton/Lynch Pilot Breaks His Silence on What Was Said?
7456	Pilot Flying J is removing American flags from their truck stop flagpoles because the flags 'offend foreigners.'	Is Flying J Taking Down U.S. Flags Because They ‘Offend Foreigners’?
7457	Pilot Travel Center in Mebane, North Carolina installed urinals in the ladies' room.	Mebane Travel Center Ladies’ Room Urinals?
7458	Pilot of commercial airliner makes announcement that the flight is carrying the body of a U.S. soldier killed in Iraq.	Howard Johnson
7459	Pimm's signed a sponsorship deal to display its logo on Big Ben.	Pimm’s Signs Sponsorship Deal to Display Logo on Big Ben
7460	Pink Cross Publishing is about to publish a gay revision of the Bible.	Gay Bible
7461	Pins, needles, and razor blades have been found in trick-or-treaters' loot.	Pins and Needles in Halloween Candy
7462	Pitcher Gaylord Perry fulfilled his manager's prophecy by hitting his first home run minutes after Apollo 11 landed on the lunar surface.	Gaylord Perry’s ‘Moon Shot’ Home Run
7463	Pittsburgh Pirates pitcher Dock Ellis hurled a no-hitter while under the influence of LSD.	Did Dock Ellis Pitch a No-Hitter on LSD?
7464	Pittsburgh Steelers linebacker James Harrison issued a tweet threatening teammates who were considering kneeling during the national anthem.	Steelers’ James Harrison Threatens His Teammates
7465	Pittsburgh Steelers quarterback Ben Roethlisberger lost several fingers in a fireworks accident on 4 July 2017.	Steelers QB Ben Roethlisberger Loses Multiple Fingers in 4th of July Firework Accident?
7466	Pizza Hut pressured employees in Florida to return to work 'within 72 hours' if they evacuated because of tropical storm Irma.	Did Pizza Hut Pressure Workers Evacuating From Irma’s Path to Stay at Work?
7467	Placing a bar of soap between your bedsheets will help prevent leg cramps.	Soap in Bed Combats Leg Cramps?
7468	Placing a coin on top of a frozen glass of water in your freezer can help you tell if your freezer experienced a significant loss of power in your absence.	Does a Coin in a Cup of Ice Accurately Tell You If Your Freezer Lost Power?
7469	Placing a raw, cut onion in contact with your foot overnight “purifies your blood”, removes “toxins”, and heals your body.	Does Putting a Raw Cut Onion in Your Sock Cure Medical Ailments?
7470	Placing tinfoil in your car’s hubcaps or hanging a CD from your rear-view mirror will fool police radar.	Tinfoil on CDs to Fool Police Radar
7471	Plaintiff who cuts off fingers using a lawn mower as a hedge trimmer sues manufacturer for warning label failure and wins.	Lawn Mower as Hedge Trimmer
7472	Planned Parenthood enforces 'abortion quotas' and rewards well-performing employees for promoting abortion services.	Does Planned Parenthood Enforce ‘Abortion Quotas’?
7473	Planned Parenthood health centers do not perform mammograms.	Does Planned Parenthood Perform Mammograms?
7474	Planned Parenthood is spending $30 million in taxpayer subsidies to influence the outcome of the 2018 midterm elections.	Did Planned Parenthood Donate $30 Million to Democrats to Influence the Midterm Elections?
7475	Planned Parenthood issued a statement in defense of Bill Cosby after the comedian was convicted of felony sexual assault.	Did Planned Parenthood Defend Bill Cosby?
7476	Planned disposal of one animal precipitates the shooting of others.	Shooting the Bull
7477	Plans to make a sequel to the movie 'Step Brothers' were announced in March 2016.	‘Step Brothers 2’ Rumors Are False
7478	Plastic soda bottles left in unsuspecting residents' yards may be bottle bombs.	Drano Bottle Bombs
7479	Play-Doh brand modeling compound started out as a wallpaper cleaner.	Play-Doh Origins
7480	PlayJoltz and SmushGame are legitimate, free video or gaming services.	Are ‘PlayJoltz’ or ‘SmushGame’ Legitimate Free Streaming Services?
7481	Playboy published nude photographs of 10-year-old actress Brooke Shields.	Was Brooke Shields Photographed Nude at 10 Years Old?
7482	Players on the Philadelphia Eagles knelt in protest during the National Anthem throughout the 2017 regular NFL season.	Did Philadelphia Eagles Players Kneel During the National Anthem in 2017?
7483	Players whose photos grace cans of Campbell’s Chunky Soup are doomed by a curse to injury or subsequent obscurity.	Chunky Soup Curse
7484	Playing a word definition game at FreeRice.com results in food being donated to the needy.	FreeRice.com
7485	Poem and picture document a child abuse victim.	Daddy It Hurts
7486	Poinsettia plants are poisonous to humans.	Poisonous Poinsettias
7487	Pokemon Go stands for 'Pokemon Global Offensive,' and the app is being used by the Japanese military to map the U.S. for future bombing attacks.	Pokemon Global Offensive
7488	Pokémon Go developer Niantic is working on a Harry Potter version of the hugely popular augmented-reality game.	Pokémon Go Developer Niantic to Develop ‘Harry Potter Go’?
7489	Police are seeking the impeachment of Speaker of the House Nancy Pelosi for treason.	Are Police Seeking the Removal of Nancy Pelosi for Treason?
7490	Police assuaged the feelings of millennials protesting Donald Trump's victory by distributing participation trophies.	Police Calm Millennial Protesters by Handing out ‘Participation Trophies’?
7491	Police car video records motorist  suspected of DUI being subjected to some wacky sobriety tests.	DUI Stop
7492	Police discovered a drug lab in the back room of a Walmart in Decatur, Alabama.	Did Police Discover a Meth Lab in a Back Room of an Alabama Walmart?
7493	Police discovered human remains in a Satanic dungeon under a Chuck E. Cheese.	Police Find Satanic Ritual Dungeon in Chuck E. Cheese Basement?
7494	Police executing a search warrant at the home of a Bloomington, Illinois, mortician discovered 218 embalmed human penises.	Did Bloomington Police Discover Over 200 Penises During Raid at a Mortician’s Home?
7495	Police fool a criminal into confessing through a ruse involving a photocopier and a colander.	Colander Lie Detector
7496	Police found more than 30 cow eyeballs in a man's rectum after arresting him for drunk driving.	Was a Wyoming Man Found with 30 Eyeballs in His Anal Cavity?
7497	Police have cracked a “housebreakers’ code” by which cars or homes are marked with white Xs or other symbols for later crimes.	Housebreakers'/Da Pinchi Code
7498	Police have officially approved a series of steps you can take to avoid criminal charges when breaking a window to save a dog or baby from a hot car.	Did Police Give Instructions for Citizens Rescuing Dogs from Hot Cars?
7499	Police in Charlottesville were issued a 'stand down' order and told to let violence happen.	Were Police Told to ‘Stand Down’ Amid Violence in Charlottesville?
7500	Police in Collin County, Texas have quietly warned of serial kidnappings at local Target and Walmart locations.	Collin County Serial Kidnapping Warning
7501	Police in Crawford County, Georgia forced local man Joe Nathan Goodwin, under threat of arrest, to cut off his own dog's head for rabies testing after police fatally shot the dog.	Did Police in Georgia Force a Man to Cut Off His Own Dog’s Head?
7502	Police in Los Angeles discovered 19 bodies in a freezer with 'Black Lives Matter' carved into the victims' skin.	Did Police Find 19 Female Bodies in Freezers with ‘Black Lives Matter’ Carved into Their Skin?
7503	Police in New Jersey found a body that had lain undisturbed for five years under a motel bed.	Body Found Under Motel Bed, Police Say It Has Been There At Least 5 Years
7504	Police in Oregon, Singapore, Australia, and/or Trinidad and Tobago arrested a nightclub owner for killing patrons and selling them as meat.	Did Police Shut Down a Nightclub for Fostering Cannibalism?
7505	Police in Richmond, Virginia killed a young child during a shootout with two suspects.	Did Virginia Police Kill a Three-Year-Old Child During a Shootout?
7506	Police in Rochester, Minnesota, assessed that an encounter with three Middle-Eastern men at Silver Lake Park was an attempted human trafficking incident.	Rochester/Silver Lake Park Abduction Warning
7507	Police in Sweden admitted they are 'no longer' investigating rape since migrant arrivals.	Are Police in Sweden No Longer Investigating Rapes Since Migrants Arrived?
7508	Police in Wilmington, Delaware shot and killed a man who was in a wheelchair at the time of the encounter.	Did Police in Delaware Shoot and Kill a Man in a Wheelchair?
7509	Police in some U.S. state are about to launch a 30-day speeding ticket frenzy.	Operation Yellow Jacket — Speeding Ticket Frenzy
7510	Police officer Nakia Jones was fired after expressing her thoughts about police brutality in a viral Facebook live video.	Was Officer Nakia Jones Fired After Posting a Viral Police Brutality Video?
7511	Police officer catches man pleasuring himself with a pumpkin.	Sex with a Pumpkin
7512	Police officers coming to the aid of motorists locked out of their cars are dying in freak airbag accidents.	Slim Jim Deaths
7513	Police opened fire on a store mannequin after it failed to follow their orders.	Police Shoot Department Store Mannequin 67 Times After Mistaking it for Gunman
7514	Police raided a daycare center in Washington, D.C., on suspicion that it was 'pimping children' to 'high-society pedophiles.'	Was a Washington, D.C. Daycare Center Raided for ‘Pimping Children to Elite Pedophiles’?
7515	Police shootings kill more white Americans than black Americans.	Do Police Kill More White People Than Black People?
7516	Police warned that using 'Facebook Reactions' is dangerous.	Police Warn Using ‘Facebook Reactions’ Is Dangerous
7517	Policewoman Stephanie Mohr was unjustly jailed for loosing her police dog on criminals.	Stephanie Mohr Appeal
7518	Policies that legalize recreational marijuana exacerbate America’s opioid addiction epidemic.	Will Legalizing Marijuana Exacerbate the United States’ Opioid Epidemic?
7519	Politician cites the wrong verse as his favorite Biblical passage.	Politician Quotes Wrong Bible Verse
7520	Politician has an encounter with ‘circle flies.’	Circle Flies
7521	Popcorn is a cheap but effective radiation tester.	Popcorn Radiation Tester
7522	Pope Benedict XVI resigned in order to avoid arrest.	Pope Benedict Resignation
7523	Pope Francis announced during a sermon that God had instructed him to revise the ten commandments.	Pope Francis: ‘God Has Instructed Me to Revise the Ten Commandments’?
7524	Pope Francis decreed that Catholics cannot vote for Democratic presidential candidate Hillary Clinton.	Did the Pope Forbid Catholics from Voting for Hillary Clinton?
7525	Pope Francis endorsed Donald Trump for president.	Pope Francis Shocks World, Endorses Donald Trump for President
7526	Pope Francis forgave 4,444 'pedophile priests' in Australia and participated in a coverup of their crimes.	Did Pope Francis Forgive 4,444 Pedophile Priests in Australia?
7527	Pope Francis granted diplomatic immunity to a Vatican diplomat suspected of child pornography offenses in the United States.	Did Pope Francis ‘Grant Immunity’ to a Vatican Diplomat Caught With Child Pornography?
7528	Pope Francis has declared that fornication is no longer a sin.	Pope Declares Fornication No Longer a Sin
7529	Pope Francis has endorsed Hillary Clinton for President.	Pope Francis Shocks World, Endorses Hillary Clinton for President
7530	Pope Francis has hired Harry Potter author JK Rowling to rewrite the Bible.	Was J.K. Rowling Hired to Rewrite the Bible?
7531	Pope Francis holds an advanced degree in chemistry.	FALSE: Pope Francis Has a Master's Degree in Chemistry
7532	Pope Francis once said “Women are naturally unfit for political office.”	FALSE: Pope Francis Said 'Women Are Naturally Unfit for Political Office
7533	Pope Francis said evolution and the Big Bang theory are compatible with the Bible and religious belief.	TRUE: Pope Francis Praises Evolution and Big Bang Theory
7534	Pope Francis said it's not necessary for one to believe in God in order to be a good person.	Did Pope Francis Say It’s Not Necessary to Believe in God?
7535	Pope Francis said that it was 'better to be an atheist than a bad Catholic.'	Did Pope Francis Say It Was Better to Be an Atheist Than a Bad Catholic?
7536	Pope Francis told a boy grieving the loss of a pet dog that animals go to heaven.	Pope Francis Says Animals Go to Heaven?
7537	Pope Francis was part of a group condemned in an international court of killing and trafficking children.	Was Pope Francis ‘Found Guilty’ of Child Trafficking and Murder?
7538	Popular R&B singer Ciara was born male.	Was Ciara Born a Man?
7539	Popular cereals (including Lucky Charms and Cheerios) contain 'paint thinner' and pose a danger to children.	Is ‘Paint Thinner’ Trisodium Phosphate Found in Cereals?
7540	Popular content-streaming service Netflix will declare bankruptcy and shut down due to piracy.	Netflix Bankruptcy
7541	Popular entertainer Dave Matthews is dead.	Dave Matthews Death Hoax
7542	Porcupines can launch their quills at attackers.	Porcupine Throws Quills
7543	Porn star Sasha Grey was killed by Ukranian military forces.	Sasha Grey Dead?
7544	Possessing a Certificate of Completion blocks its holder for life from serving in the armed forces, obtaining federal loans, and pursuing further education and accreditation.	Certificate of Completion
7545	Post-it Notes were invented from a glue no one could find a use for.	Post-It Note Origin
7546	Posting a legal notice on your Facebook wall or Instagram feed will protect you from having all your posts and photos made public.	Will Posting This Notice Stop Facebook or Instagram from Making Your Posts Public?
7547	Pot scrubbing sponges manufactured by Procter & Gamble contain a dangerous derivative of Agent Orange.	Pot Scrubber Sponges and Agent Orange
7548	Potato chips resulted from a cook’s moment of pique.	Potato Chip Origin
7549	Pouches of Earth’s Best brand organic baby food are contaminated with insect larvae.	Insect Larvae in Earth’s Best Baby Food Pouches
7550	Pouring Coca-Cola onto a piece of raw pork will cause worms to come crawling out of the meat.	Does Coca-Cola Coax Worms Out of Pork?
7551	Pouring salt water into the coin slots of vending machines will induce them to dispense free product.	Salt Water and Vending Machines
7552	Power companies are fining customers for keeping their holiday lights up too long.	Power Company Fine Christmas Light Displayers
7553	Powerade commercial shows footage of basketball star Lebron James sinking a series of extraordinarily long shots.	Power Basketball
7554	Powerball winners John and Lisa are giving away money on Facebook.	John and Lisa Robinson Powerball Giveaway Hoax
7555	Pranking college students pit street repair crew and police against each other.	Roadwork Prank
7556	Prankish kids leave a turkey neck sticking out of Dad's pants; Mom faints when she sees the cat gnawing on it.	Turkey Neck
7557	Prankster who thinks he’s fooling a speed trap camera instead gets tickets for not wearing his seatbelt.	Seatbelt Snap Trap
7558	Pranksters affixed a license plate stolen from a speed trap camera van to their vehicle and drove through the trap, resulting in the unit’s issuing tickets to itself.	Speed Trap Issues Tickets to Itself
7559	Pranksters briefly changed California's iconic 'Hollywood' sign to read 'Hollyweed.'	Was California’s Iconic ‘Hollywood’ Sign Altered to Read ‘Hollyweed’?
7560	Prayers and cards are requested for Sgt. Kevin Downs, who was injured in Iraq.	Sgt. Kevin Downs
7561	Prayers are needed for Christopher Hamrick, who was injured in a car accident in 2012.	Christopher Hamrick Prayer Chain
7562	Prayers are needed for David Allen, a missionary serving in Thailand who is wasting away from an unknown disease.	David Allen Prayer Request
7563	Prayers are needed for the city of Queragosh (Qaraqosh), which has fallen to ISIS and is seeing Christian children being beheaded in large numbers.	Sean Malone Queragosh Alert
7564	Prayers are requested for Alanna, a 7-month-old Michigan girl who was badly burned in a bathtub.	Prayer Request for Alanna
7565	Prayers are requested for Audri King, a 2-year-old Oklahoma girl battling cancer.	Audri Kate King Prayer Request
7566	Prayers are requested for Avi Ben Stella, a 12-year-old car crash survivor now in a coma.	Avi Ben Stella Prayer Request
7567	Prayers are requested for Cindy Hogman, a wife and mother battling cervical cancer.	Cindy Hogman Prayer Request
7568	Prayers are requested for Diego Mendez, a 5-year-old injured by a falling TV.	Diego Mendez Prayer Request
